issn,journal_title,oa_model,apc,year,publisher
1573-7675,Journal of Intelligent Information Systems,hybrid,2890,2022,Springerhybrid
1572-8145,Journal of Intelligent Manufacturing,hybrid,2780,2022,Springerhybrid
2522-0705,Journal of International Business Policy,hybrid,2890,2022,Springerhybrid
1478-6990,Journal of International Business Studies,hybrid,4190,2022,Springerhybrid
1573-7349,Journal of International Entrepreneurship,hybrid,2890,2022,Springerhybrid
1874-6365,Journal of International Migration and Integration,hybrid,2780,2022,Springerhybrid
1572-8595,Journal of Interventional Cardiac Electrophysiology,hybrid,3390,2022,Springerhybrid
2210-3988,Journal of Iron and Steel Research International,hybrid,2890,2022,Springerhybrid
1936-4768,Journal of Labor Research,hybrid,2890,2022,Springerhybrid
1572-9583,"Journal of Logic, Language and Information",hybrid,2890,2022,Springerhybrid
1573-7357,Journal of Low Temperature Physics,hybrid,2890,2022,Springerhybrid
1573-7055,Journal of Mammalian Evolution,hybrid,3390,2022,Springerhybrid
1573-7039,Journal of Mammary Gland Biology and Neoplasia,hybrid,3790,2022,Springerhybrid
1572-963X,Journal of Management and Governance,hybrid,2780,2022,Springerhybrid
2191-477X,Journal of Management Control,hybrid,2780,2022,Springerhybrid
1993-5048,Journal of Marine Science and Application,hybrid,3390,2022,Springerhybrid
1437-8213,Journal of Marine Science and Technology,hybrid,3280,2022,Springerhybrid
1557-2293,Journal of Maritime Archaeology,hybrid,2690,2022,Springerhybrid
2050-3326,Journal of Marketing Analytics,hybrid,2780,2022,Springerhybrid
1611-8227,Journal of Material Cycles and Waste Management,hybrid,2890,2022,Springerhybrid
1544-1024,Journal of Materials Engineering and Performance,hybrid,2890,2022,Springerhybrid
2044-5326,Journal of Materials Research,hybrid,3090,2022,Springerhybrid
1573-4803,Journal of Materials Science,hybrid,3280,2022,Springerhybrid
1573-482X,Journal of Materials Science: Materials in Electronics,hybrid,3280,2022,Springerhybrid
1432-1416,Journal of Mathematical Biology,hybrid,2890,2022,Springerhybrid
1572-8897,Journal of Mathematical Chemistry,hybrid,3390,2022,Springerhybrid
1422-6952,Journal of Mathematical Fluid Mechanics,hybrid,2890,2022,Springerhybrid
1573-7683,Journal of Mathematical Imaging and Vision,hybrid,2780,2022,Springerhybrid
1573-8795,Journal of Mathematical Sciences,hybrid,2990,2022,Springerhybrid
1573-1820,Journal of Mathematics Teacher Education,hybrid,2990,2022,Springerhybrid
0974-942X,Journal of Maxillofacial and Oral Surgery,hybrid,3390,2022,Springerhybrid
2199-4757,Journal of Medical and Biological Engineering,hybrid,2890,2022,Springerhybrid
1573-3645,Journal of Medical Humanities,hybrid,2890,2022,Springerhybrid
1573-689X,Journal of Medical Systems,hybrid,4190,2022,Springerhybrid
1937-6995,Journal of Medical Toxicology,hybrid,4190,2022,Springerhybrid
1613-2254,Journal of Medical Ultrasonics,hybrid,3490,2022,Springerhybrid
2523-8914,Journal of Membrane Computing,hybrid,2890,2022,Springerhybrid
2198-0934,Journal of Meteorological Research,hybrid,3260,2022,Springerhybrid
2194-6426,Journal of Micro-Bio Robotics,hybrid,2690,2022,Springerhybrid
1432-1432,Journal of Molecular Evolution,hybrid,3390,2022,Springerhybrid
1567-2387,Journal of Molecular Histology,hybrid,3190,2022,Springerhybrid
1432-1440,Journal of Molecular Medicine,hybrid,3860,2022,Springerhybrid
0948-5023,Journal of Molecular Modeling,hybrid,3390,2022,Springerhybrid
1559-1166,Journal of Molecular Neuroscience,hybrid,4190,2022,Springerhybrid
1993-0321,Journal of Mountain Science,hybrid,2890,2022,Springerhybrid
1573-2657,Journal of Muscle Research and Cell Motility,hybrid,3490,2022,Springerhybrid
1572-896X,Journal of Nanoparticle Research,hybrid,3280,2022,Springerhybrid
2193-8865,Journal of Nanostructure in Chemistry,hybrid,3390,2022,Springerhybrid
1861-0293,Journal of Natural Medicines,hybrid,3860,2022,Springerhybrid
1724-6059,Journal of Nephrology,hybrid,3860,2022,Springerhybrid
1573-7705,Journal of Network and Systems Management,hybrid,2690,2022,Springerhybrid
1435-1463,Journal of Neural Transmission,hybrid,4190,2022,Springerhybrid
1573-7373,Journal of Neuro-Oncology,hybrid,4190,2022,Springerhybrid
1557-1904,Journal of Neuroimmune Pharmacology,hybrid,4190,2022,Springerhybrid
1432-1459,Journal of Neurology,hybrid,3990,2022,Springerhybrid
1538-2443,Journal of NeuroVirology,hybrid,4190,2022,Springerhybrid
1573-4862,Journal of Nondestructive Evaluation,hybrid,2890,2022,Springerhybrid
1432-1467,Journal of Nonlinear Science,hybrid,2890,2022,Springerhybrid
1573-3653,Journal of Nonverbal Behavior,hybrid,2890,2022,Springerhybrid
1532-6551,Journal of Nuclear Cardiology,hybrid,4190,2022,Springerhybrid
1573-3688,Journal of Occupational Rehabilitation,hybrid,4190,2022,Springerhybrid
2198-6452,Journal of Ocean Engineering and Marine Energy,hybrid,3280,2022,Springerhybrid
1993-5021,Journal of Ocean University of China,hybrid,2780,2022,Springerhybrid
1573-868X,Journal of Oceanography,hybrid,3390,2022,Springerhybrid
2523-3521,Journal of Oceanology and Limnology,hybrid,2780,2022,Springerhybrid
0974-6900,Journal of Optics,hybrid,2890,2022,Springerhybrid
1573-2878,Journal of Optimization Theory and Applications,hybrid,2890,2022,Springerhybrid
2245-408X,Journal of Organization Design,hybrid,2890,2022,Springerhybrid
2193-7206,Journal of Ornithology,hybrid,3390,2022,Springerhybrid
1615-6714,Journal of Orofacial Orthopedics / Fortschritte der Kieferorthopädie,hybrid,2990,2022,Springerhybrid
2522-879X,Journal of Outdoor and Environmental Education,hybrid,2780,2022,Springerhybrid
2520-1042,Journal of Packaging Technology and Research,hybrid,2890,2022,Springerhybrid
1573-0417,Journal of Paleolimnology,hybrid,3190,2022,Springerhybrid
2520-8217,Journal of Paleolithic Archaeology,hybrid,2690,2022,Springerhybrid
0975-0703,Journal of Parasitic Diseases,hybrid,3280,2022,Springerhybrid
2524-7883,Journal of Pediatric Endoscopic Surgery,hybrid,2690,2022,Springerhybrid
2199-2673,Journal of Pediatric Neuropsychology,hybrid,2890,2022,Springerhybrid
2522-8978,Journal of Peridynamics and Nonlocal Modeling,hybrid,2780,2022,Springerhybrid
1476-5543,Journal of Perinatology,hybrid,4190,2022,Springerhybrid
1612-4766,Journal of Pest Science,hybrid,4190,2022,Springerhybrid
1939-8042,Journal of Pharmaceutical Innovation,hybrid,3390,2022,Springerhybrid
2093-6214,Journal of Pharmaceutical Investigation,hybrid,3280,2022,Springerhybrid
1573-8744,Journal of Pharmacokinetics and Pharmacodynamics,hybrid,3860,2022,Springerhybrid
1863-7345,Journal of Phase Equilibria and Diffusion,hybrid,3390,2022,Springerhybrid
1573-0433,Journal of Philosophical Logic,hybrid,2780,2022,Springerhybrid
1877-8755,Journal of Physiology and Biochemistry,hybrid,4190,2022,Springerhybrid
0974-1275,Journal of Plant Biochemistry and Biotechnology,hybrid,2890,2022,Springerhybrid
1867-0725,Journal of Plant Biology,hybrid,3190,2022,Springerhybrid
1861-3837,Journal of Plant Diseases and Protection,hybrid,3390,2022,Springerhybrid
1435-8107,Journal of Plant Growth Regulation,hybrid,3280,2022,Springerhybrid
2239-7264,Journal of Plant Pathology,hybrid,2890,2022,Springerhybrid
1618-0860,Journal of Plant Research,hybrid,3290,2022,Springerhybrid
1936-6469,Journal of Police and Criminal Psychology,hybrid,2890,2022,Springerhybrid
2662-1517,Journal of Policy Practice and Research,hybrid,2780,2022,Springerhybrid
1572-8935,Journal of Polymer Research,hybrid,3280,2022,Springerhybrid
1572-8919,Journal of Polymers and the Environment,hybrid,3390,2022,Springerhybrid
1874-7876,Journal of Population Ageing,hybrid,2690,2022,Springerhybrid
1432-1475,Journal of Population Economics,hybrid,2890,2022,Springerhybrid
1835-9469,Journal of Population Research,hybrid,2890,2022,Springerhybrid
1573-4854,Journal of Porous Materials,hybrid,3190,2022,Springerhybrid
2093-4718,Journal of Power Electronics,hybrid,2890,2022,Springerhybrid
1573-0441,Journal of Productivity Analysis,hybrid,2990,2022,Springerhybrid
2524-4663,Journal of Proteins and Proteomics,hybrid,2890,2022,Springerhybrid
1662-999X,Journal of Pseudo-Differential Operators and Applications,hybrid,2890,2022,Springerhybrid
1573-6555,Journal of Psycholinguistic Research,hybrid,2890,2022,Springerhybrid
1573-3505,Journal of Psychopathology and Behavioral Assessment,hybrid,2890,2022,Springerhybrid
2198-963X,Journal of Psychosocial Rehabilitation and Mental Health,hybrid,2780,2022,Springerhybrid
1613-2238,Journal of Public Health,hybrid,3390,2022,Springerhybrid
1745-655X,Journal of Public Health Policy,hybrid,2780,2022,Springerhybrid
1573-7799,Journal of Quantitative Criminology,hybrid,3390,2022,Springerhybrid
2364-1045,Journal of Quantitative Economics,hybrid,2890,2022,Springerhybrid
2196-8837,Journal of Racial and Ethnic Health Disparities,hybrid,4190,2022,Springerhybrid
1588-2780,Journal of Radioanalytical and Nuclear Chemistry,hybrid,3390,2022,Springerhybrid
1573-6563,Journal of Rational-Emotive & Cognitive-Behavior Therapy,hybrid,2890,2022,Springerhybrid
1861-8219,Journal of Real-Time Image Processing,hybrid,2890,2022,Springerhybrid
1573-0468,Journal of Regulatory Economics,hybrid,2690,2022,Springerhybrid
2199-4676,Journal of Reliable Intelligent Environments,hybrid,2890,2022,Springerhybrid
1573-6571,Journal of Religion and Health,hybrid,2890,2022,Springerhybrid
2199-4625,Journal of Religious Education,hybrid,2690,2022,Springerhybrid
2210-4690,Journal of Remanufacturing,hybrid,2780,2022,Springerhybrid
1477-657X,Journal of Revenue and Pricing Management,hybrid,2890,2022,Springerhybrid
1573-0476,Journal of Risk and Uncertainty,hybrid,2690,2022,Springerhybrid
1863-2491,Journal of Robotic Surgery,hybrid,3280,2022,Springerhybrid
2524-3993,Journal of Rubber Research,hybrid,2890,2022,Springerhybrid
1099-1425,Journal of Scheduling,hybrid,2780,2022,Springerhybrid
1573-1839,Journal of Science Education and Technology,hybrid,2890,2022,Springerhybrid
2662-1371,Journal of Science in Sport and Exercise,hybrid,1890,2022,Springerhybrid
1573-7691,Journal of Scientific Computing,hybrid,2780,2022,Springerhybrid
2447-9462,Journal of Sedimentary Environments,hybrid,2780,2022,Springerhybrid
1573-157X,Journal of Seismology,hybrid,2890,2022,Springerhybrid
1995-8188,Journal of Shanghai Jiaotong University (Science),hybrid,3280,2022,Springerhybrid
1939-8115,Journal of Signal Processing Systems,hybrid,2890,2022,Springerhybrid
2199-6873,Journal of Social and Economic Development,hybrid,2780,2022,Springerhybrid
0718-9516,Journal of Soil Science and Plant Nutrition,hybrid,2990,2022,Springerhybrid
1614-7480,Journal of Soils and Sediments,hybrid,3390,2022,Springerhybrid
1573-4846,Journal of Sol-Gel Science and Technology,hybrid,3390,2022,Springerhybrid
1433-0768,Journal of Solid State Electrochemistry,hybrid,3190,2022,Springerhybrid
1572-8927,Journal of Solution Chemistry,hybrid,2890,2022,Springerhybrid
2662-298X,Journal of Spatial Econometrics,hybrid,2780,2022,Springerhybrid
1572-9613,Journal of Statistical Physics,hybrid,2790,2022,Springerhybrid
1559-8616,Journal of Statistical Theory and Practice,hybrid,2890,2022,Springerhybrid
1557-1947,Journal of Superconductivity and Novel Magnetism,hybrid,3390,2022,Springerhybrid
2199-3831,Journal of Sustainable Metallurgy,hybrid,3390,2022,Springerhybrid
1559-7067,Journal of Systems Science and Complexity,hybrid,2780,2022,Springerhybrid
1861-9576,Journal of Systems Science and Systems Engineering,hybrid,3280,2022,Springerhybrid
2366-5963,Journal of Technology in Behavioral Science,hybrid,2780,2022,Springerhybrid
1552-7824,Journal of the Academy of Marketing Science,hybrid,4190,2022,Springerhybrid
1438-7573,Journal of the Association for Research in Otolaryngology,hybrid,4190,2022,Springerhybrid
2510-1579,Journal of the Australian Ceramic Society,hybrid,2890,2022,Springerhybrid
1806-3691,Journal of the Brazilian Society of Mechanical Sciences and Engineering,hybrid,2890,2022,Springerhybrid
2199-6776,Journal of the Economic Science Association,hybrid,2890,2022,Springerhybrid
0974-6889,Journal of the Geological Society of India,hybrid,2780,2022,Springerhybrid
1573-0387,Journal of the History of Biology,hybrid,2890,2022,Springerhybrid
0976-8432,Journal of the Indian Academy of Wood Science,hybrid,2780,2022,Springerhybrid
0019-4964,Journal of the Indian Institute of Science,hybrid,3390,2022,Springerhybrid
2364-9569,Journal of the Indian Society for Probability and Statistics,hybrid,2890,2022,Springerhybrid
0974-3006,Journal of the Indian Society of Remote Sensing,hybrid,2890,2022,Springerhybrid
2250-2157,Journal of The Institution of Engineers (India): Series A,hybrid,2890,2022,Springerhybrid
2250-2114,Journal of The Institution of Engineers (India): Series B,hybrid,2690,2022,Springerhybrid
2250-0553,Journal of The Institution of Engineers (India): Series C,hybrid,2780,2022,Springerhybrid
2250-2130,Journal of The Institution of Engineers (India): Series D,hybrid,2890,2022,Springerhybrid
2250-2491,Journal of The Institution of Engineers (India): Series E,hybrid,2780,2022,Springerhybrid
1735-2428,Journal of the Iranian Chemical Society,hybrid,2890,2022,Springerhybrid
1868-7873,Journal of the Knowledge Economy,hybrid,2890,2022,Springerhybrid
2234-0491,Journal of the Korean Ceramic Society,hybrid,2890,2022,Springerhybrid
1976-8524,Journal of the Korean Physical Society,hybrid,2890,2022,Springerhybrid
2005-2863,Journal of the Korean Statistical Society,hybrid,2780,2022,Springerhybrid
2194-6698,Journal of the Operations Research Society of China,hybrid,2890,2022,Springerhybrid
1572-9230,Journal of Theoretical Probability,hybrid,2780,2022,Springerhybrid
1588-2926,Journal of Thermal Analysis and Calorimetry,hybrid,3390,2022,Springerhybrid
1993-033X,Journal of Thermal Science,hybrid,2890,2022,Springerhybrid
1544-1016,Journal of Thermal Spray Technology,hybrid,2890,2022,Springerhybrid
1573-742X,Journal of Thrombosis and Thrombolysis,hybrid,3860,2022,Springerhybrid
1754-1018,Journal of Transatlantic Studies,hybrid,2890,2022,Springerhybrid
1938-775X,Journal of Transportation Security,hybrid,2690,2022,Springerhybrid
1876-7931,Journal of Ultrasound,hybrid,3390,2022,Springerhybrid
1468-2869,Journal of Urban Health,hybrid,4190,2022,Springerhybrid
2523-3939,Journal of Vibration Engineering & Technologies,hybrid,2890,2022,Springerhybrid
1875-8975,Journal of Visualization,hybrid,2780,2022,Springerhybrid
1573-7802,Journal of World Prehistory,hybrid,2890,2022,Springerhybrid
1993-0437,Journal of Wuhan University of Technology-Mater. Sci. Ed.,hybrid,3280,2022,Springerhybrid
1573-6601,Journal of Youth and Adolescence,hybrid,3490,2022,Springerhybrid
1862-1775,Journal of Zhejiang University-SCIENCE A,hybrid,3390,2022,Springerhybrid
1862-1783,Journal of Zhejiang University-SCIENCE B,hybrid,4190,2022,Springerhybrid
1783-8738,Journal on Multimodal User Interfaces,hybrid,2690,2022,Springerhybrid
1789-0993,JPC – Journal of Planar Chromatography – Modern TLC,hybrid,2780,2022,Springerhybrid
2524-3985,Jus Cogens,hybrid,2780,2022,Springerhybrid
1874-933X,Kew Bulletin,hybrid,2890,2022,Springerhybrid
1610-1987,KI - Künstliche Intelligenz,hybrid,2790,2022,Springerhybrid
2524-4965,KN - Journal of Cartography and Geographic Information,hybrid,2990,2022,Springerhybrid
1433-7347,"Knee Surgery, Sports Traumatology, Arthroscopy",hybrid,4290,2022,Springerhybrid
2662-4036,Knie Journal,hybrid,2990,2022,Springerhybrid
0219-3116,Knowledge and Information Systems,hybrid,2780,2022,Springerhybrid
2093-7660,Korea-Australia Rheology Journal,hybrid,2690,2022,Springerhybrid
1861-891X,KZfSS Kölner Zeitschrift für Soziologie und Sozialpsychologie,hybrid,2890,2022,Springerhybrid
1720-8351,L'Endocrinologo,hybrid,3390,2022,Springerhybrid
2730-9657,La Matematica,hybrid,2780,2022,Springerhybrid
1826-6983,La radiologia medica,hybrid,3390,2022,Springerhybrid
1826-9850,La Rivista del Nuovo Cimento,hybrid,2780,2022,Springerhybrid
1530-0307,Laboratory Investigation,hybrid,4990,2022,Springerhybrid
1860-188X,Landscape and Ecological Engineering,hybrid,3140,2022,Springerhybrid
1572-9761,Landscape Ecology,hybrid,4190,2022,Springerhybrid
